session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train3,picture_file
train3,list3,33,Apfel_neu,Apfel,neu,1,LFP,SP,ncblock,food,Apfel_neu,apfel_neu.png
train3,list3,34,Ball_rot,Ball,rot,2,HFP,SP,ncblock,tool,Ball_rot,ball_rot.png
train3,list3,35,Baum_schwarz,Baum,schwarz,3,LFP,SN,ncblock,nature,Baum_neu,baum_neu.png
train3,list3,36,Bett_gross,Bett,gross,4,HFP,SP,ncblock,furniture,Bett_gross,bett_gross.png
train3,list3,37,Blatt_schwarz,Blatt,schwarz,6,LFP,SP,ncblock,nature,Blatt_schwarz,blatt_schwarz.png
train3,list3,38,Bombe_klein,Bombe,klein,8,HFP,SN,ncblock,etc,Bombe_schwarz,bombe_schwarz.png
train3,list3,39,Brille_klein,Brille,klein,10,LFP,SP,ncblock,etc,Brille_klein,brille_klein.png
train3,list3,40,Buch_gruen,Buch,gruen,12,LFP,SP,ncblock,etc,Buch_gruen,buch_gruen.png
train3,list3,41,Burg_alt,Burg,alt,13,HFP,SP,ncblock,building,Burg_alt,burg_alt.png
train3,list3,42,Dach_weiss,Dach,weiss,15,LFP,SN,ncblock,building,Dach_gross,dach_gross.png
train3,list3,43,Erde_rot,Erde,rot,17,HFP,SN,ncblock,nature,Erde_neu,erde_neu.png
train3,list3,44,Fabrik_gross,Fabrik,gross,18,HFP,SP,ncblock,building,Fabrik_gross,fabrik_gross.png
train3,list3,45,Feder_gross,Feder,gross,20,LFP,SN,ncblock,etc,Feder_schwarz,feder_schwarz.png
train3,list3,46,Flugzeug_neu,Flugzeug,neu,22,HFP,SP,ncblock,transportation,Flugzeug_neu,flugzeug_neu.png
train3,list3,47,Frau_rot,Frau,rot,23,LFP,SN,ncblock,human,Frau_gross,frau_gross.png
train3,list3,48,Geschenk_neu,Geschenk,neu,24,LFP,SN,ncblock,etc,Geschenk_weiss,geschenk_weiss.png
train3,list3,49,Haus_schwarz,Haus,schwarz,26,LFP,SP,ncblock,building,Haus_schwarz,haus_schwarz.png
train3,list3,50,Hemd_klein,Hemd,klein,27,LFP,SN,ncblock,clothing,Hemd_gruen,hemd_gruen.png
train3,list3,51,Hut_klein,Hut,klein,30,LFP,SP,ncblock,clothing,Hut_klein,hut_klein.png
train3,list3,52,Kaffee_neu,Kaffee,neu,31,LFP,SN,ncblock,food,Kaffee_klein,kaffee_klein.png
train3,list3,53,Kamera_neu,Kamera,neu,32,HFP,SN,ncblock,tool,Kamera_alt,kamera_alt.png
train3,list3,54,Kirche_rot,Kirche,rot,34,LFP,SP,ncblock,building,Kirche_rot,kirche_rot.png
train3,list3,55,Kleid_gross,Kleid,gross,35,LFP,SN,ncblock,clothing,Kleid_schwarz,kleid_schwarz.png
train3,list3,56,Mann_weiss,Mann,weiss,38,HFP,SN,ncblock,human,Mann_gross,mann_gross.png
train3,list3,57,Nest_klein,Nest,klein,41,HFP,SP,ncblock,building,Nest_klein,nest_klein.png
train3,list3,58,Pflanze_gruen,Pflanze,gruen,45,HFP,SN,ncblock,nature,Pflanze_neu,pflanze_neu.png
train3,list3,59,Rose_weiss,Rose,weiss,48,HFP,SN,ncblock,nature,Rose_gross,rose_gross.png
train3,list3,60,Schuh_weiss,Schuh,weiss,50,LFP,SP,ncblock,clothing,Schuh_weiss,schuh_weiss.png
train3,list3,61,Tisch_alt,Tisch,alt,54,LFP,SP,ncblock,furniture,Tisch_alt,tisch_alt.png
train3,list3,62,Turm_alt,Turm,alt,58,HFP,SN,ncblock,building,Turm_schwarz,turm_schwarz.png
train3,list3,63,Uhr_gross,Uhr,gross,59,HFP,SP,ncblock,tool,Uhr_gross,uhr_gross.png
train3,list3,64,Wolke_schwarz,Wolke,schwarz,60,HFP,SN,ncblock,nature,Wolke_weiss,Wolke_weiss.png
train3,list3,65,Wueste_gross,Wueste,gross,61,HFP,SN,ncblock,nature,Wueste_neu,Wueste_neu.png
train3,list3,66,Zelt_alt,Zelt,alt,63,LFP,SN,ncblock,building,Zelt_rot,zelt_rot.png
